source,target
CLSPN,chr1-p34.3
GNL2,chr1-p34.3
GJA4,chr1-p34.3
MYCBP,chr1-p34.3
DLGAP3,chr1-p34.3
SMIM12,chr1-p34.3
SF3A3,chr1-p34.3
RSPO1,chr1-p34.3
SNIP1,chr1-p34.3
GJA9,chr1-p34.3
MTF1,chr1-p34.3
GJB4,chr1-p34.3
POU3F1,chr1-p34.3
AGO3,chr1-p34.3
ZC3H12A,chr1-p34.3
MEAF6,chr1-p34.3
BMP8A,chr1-p34.3
PABPC4,chr1-p34.3
AKIRIN1,chr1-p34.3
NDUFS5,chr1-p34.3
MANEAL,chr1-p34.3
NCDN,chr1-p34.3
TFAP2E,chr1-p34.3
ZMYM1,chr1-p34.3
SFPQ,chr1-p34.3
C1orf109,chr1-p34.3
TEKT2,chr1-p34.3
ADPRS,chr1-p34.3
COL8A2,chr1-p34.3
TRAPPC3,chr1-p34.3
MAP7D1,chr1-p34.3
SH3D21,chr1-p34.3
STK40,chr1-p34.3
LSM10,chr1-p34.3
OSCP1,chr1-p34.3
MRPS15,chr1-p34.3
CSF3R,chr1-p34.3
EVA1B,chr1-p34.3
MACF1,chr1-p34.3
ZBTB8B,chr1-p35.1
RBBP4,chr1-p35.1
SYNC,chr1-p35.1
KIAA1522,chr1-p35.1
S100PBP,chr1-p35.1
FNDC5,chr1-p35.1
HPCA,chr1-p35.1
TMEM54,chr1-p35.1
BSDC1,chr1-p35.1
MARCKSL1,chr1-p35.1
TSSK3,chr1-p35.1
RNF19B,chr1-p35.1
HMGB4,chr1-p35.1
AK2,chr1-p35.1
AZIN2,chr1-p35.1
TRIM62,chr1-p35.1
YARS1,chr1-p35.1
ZSCAN20,chr1-p35.1
ZBTB8A,chr1-p35.1
ZBTB8OS,chr1-p35.1
ZNF362,chr1-p35.1
A3GALT2,chr1-p35.1
PHC2,chr1-p35.1
C1orf94,chr1-p35.1
CSMD2,chr1-p35.1
FAM229A,chr1-p35.1
LAPTM5,chr1-p35.2
SDC3,chr1-p35.2
SERINC2,chr1-p35.2
NKAIN1,chr1-p35.2
SNRNP40,chr1-p35.2
FABP3,chr1-p35.2
MATN1,chr1-p35.2
PUM1,chr1-p35.2
ZCCHC17,chr1-p35.2
TINAGL1,chr1-p35.2
PEF1,chr1-p35.2
TXLNA,chr1-p35.2
IQCC,chr1-p35.2
TMEM234,chr1-p35.2
FAM167B,chr1-p35.2
LCK,chr1-p35.2
HDAC1,chr1-p35.2
EIF3I,chr1-p35.2
KHDRBS1,chr1-p35.2
TMEM39B,chr1-p35.2
KPNA6,chr1-p35.2
CCDC28B,chr1-p35.2
PTP4A2,chr1-p35.2
ADGRB2,chr1-p35.2
DCDC2B,chr1-p35.2
HCRTR1,chr1-p35.2
COL16A1,chr1-p35.2
SPOCD1,chr1-p35.2
PHACTR4,chr1-p35.3
MED18,chr1-p35.3
ATP5IF1,chr1-p35.3
DNAJC8,chr1-p35.3
SESN2,chr1-p35.3
PTAFR,chr1-p35.3
EYA3,chr1-p35.3
PTPRU,chr1-p35.3
SMPDL3B,chr1-p35.3
XKR8,chr1-p35.3
STX12,chr1-p35.3
PPP1R8,chr1-p35.3
THEMIS2,chr1-p35.3
RPA2,chr1-p35.3
FAM76A,chr1-p35.3
YTHDF2,chr1-p35.3
TMEM200B,chr1-p35.3
MECR,chr1-p35.3
GMEB1,chr1-p35.3
EPB41,chr1-p35.3
AHDC1,chr1-p35.3
FGR,chr1-p35.3
IFI6,chr1-p35.3
TRNAU1AP,chr1-p35.3
RAB42,chr1-p35.3
RCC1,chr1-p35.3
SRSF4,chr1-p35.3
OPRD1,chr1-p35.3
TAF12,chr1-p35.3
CLIC4,chr1-p36.11
GPR3,chr1-p36.11
CD164L2,chr1-p36.11
PDIK1L,chr1-p36.11
ZNF593OS,chr1-p36.11
SLC30A2,chr1-p36.11
CNKSR1,chr1-p36.11
FAM110D,chr1-p36.11
WASF2,chr1-p36.11
SLC9A1,chr1-p36.11
LDLRAP1,chr1-p36.11
PAFAH2,chr1-p36.11
WDTC1,chr1-p36.11
RPS6KA1,chr1-p36.11
SYTL1,chr1-p36.11
ZNF593,chr1-p36.11
MAP3K6,chr1-p36.11
EXTL1,chr1-p36.11
RPL11,chr1-p36.11
PITHD1,chr1-p36.11
LYPLA2,chr1-p36.11
GALE,chr1-p36.11
MTFR1L,chr1-p36.11
AUNIP,chr1-p36.11
PAQR7,chr1-p36.11
STMN1,chr1-p36.11
RUNX3,chr1-p36.11
FCN3,chr1-p36.11
TRIM63,chr1-p36.11
C1orf232,chr1-p36.11
SH3BGRL3,chr1-p36.11
CD52,chr1-p36.11
ZNF683,chr1-p36.11
STPG1,chr1-p36.11
NIPAL3,chr1-p36.11
RCAN3,chr1-p36.11
NCMAP,chr1-p36.11
SYF2,chr1-p36.11
RSRP1,chr1-p36.11
RHD,chr1-p36.11
TMEM50A,chr1-p36.11
MACO1,chr1-p36.11
CRYBG2,chr1-p36.11
TMEM222,chr1-p36.11
MAN1C1,chr1-p36.11
SELENON,chr1-p36.11
MYOM3,chr1-p36.11
IL22RA1,chr1-p36.11
IFNLR1,chr1-p36.11
PIGV,chr1-p36.11
ZDHHC18,chr1-p36.11
SFN,chr1-p36.11
GPN2,chr1-p36.11
GPATCH3,chr1-p36.11
NUDC,chr1-p36.11
NR0B2,chr1-p36.11
TRNP1,chr1-p36.11
TENT5B,chr1-p36.11
CATSPER4,chr1-p36.11
CEP85,chr1-p36.11
LIN28A,chr1-p36.11
DHDDS,chr1-p36.11
HMGN2,chr1-p36.11
UBXN11,chr1-p36.11
CNR2,chr1-p36.11
PNRC2,chr1-p36.11
SRSF10,chr1-p36.11
GRHL3,chr1-p36.11
ARID1A,chr1-p36.11
SRRM1,chr1-p36.11
KDF1,chr1-p36.11
ELOA,chr1-p36.11
HMGCL,chr1-p36.11
FUCA1,chr1-p36.11
RHCE,chr1-p36.11
ZBTB40,chr1-p36.12
PLA2G2D,chr1-p36.12
USP48,chr1-p36.12
ALPL,chr1-p36.12
CAMK2N1,chr1-p36.12
MUL1,chr1-p36.12
FAM43B,chr1-p36.12
CDA,chr1-p36.12
PINK1,chr1-p36.12
E2F2,chr1-p36.12
ID3,chr1-p36.12
DDOST,chr1-p36.12
PLA2G2F,chr1-p36.12
EPHA8,chr1-p36.12
C1QA,chr1-p36.12
C1QC,chr1-p36.12
C1QB,chr1-p36.12
ZNF436,chr1-p36.12
TCEA3,chr1-p36.12
PLA2G2C,chr1-p36.12
UBXN10,chr1-p36.12
KIF17,chr1-p36.12
EPHB2,chr1-p36.12
NBPF3,chr1-p36.12
SH2D5,chr1-p36.12
ECE1,chr1-p36.12
HNRNPR,chr1-p36.12
LDLRAD2,chr1-p36.12
HSPG2,chr1-p36.12
CELA3B,chr1-p36.12
CELA3A,chr1-p36.12
CDC42,chr1-p36.12
WNT4,chr1-p36.12
HTR1D,chr1-p36.12
LACTBL1,chr1-p36.12
KDM1A,chr1-p36.12
TEX46,chr1-p36.12
EIF4G3,chr1-p36.12
LUZP1,chr1-p36.12
RAP1GAP,chr1-p36.12
ASAP3,chr1-p36.12
VWA5B1,chr1-p36.12
HP1BP3,chr1-p36.12
FBXO42,chr1-p36.13
ALDH4A1,chr1-p36.13
HTR6,chr1-p36.13
MICOS10-NBL1,chr1-p36.13
SZRD1,chr1-p36.13
NECAP2,chr1-p36.13
EPHA2,chr1-p36.13
ARHGEF19,chr1-p36.13
PLA2G5,chr1-p36.13
CPLANE2,chr1-p36.13
PAX7,chr1-p36.13
TAS1R2,chr1-p36.13
IFFO2,chr1-p36.13
RCC2,chr1-p36.13
PADI6,chr1-p36.13
PADI4,chr1-p36.13
ACTL8,chr1-p36.13
MICOS10,chr1-p36.13
CAPZB,chr1-p36.13
IGSF21,chr1-p36.13
ARHGEF10L,chr1-p36.13
NBL1,chr1-p36.13
MFAP2,chr1-p36.13
ATP13A2,chr1-p36.13
SDHB,chr1-p36.13
PADI2,chr1-p36.13
PADI1,chr1-p36.13
PADI3,chr1-p36.13
RNF186,chr1-p36.13
OTUD3,chr1-p36.13
PLA2G2E,chr1-p36.13
PLA2G2A,chr1-p36.13
TMCO4,chr1-p36.13
KLHDC7A,chr1-p36.13
ZBTB17,chr1-p36.13
SRARP,chr1-p36.13
HSPB7,chr1-p36.13
CLCNKA,chr1-p36.13
FAM131C,chr1-p36.13
CROCC,chr1-p36.13
NBPF1,chr1-p36.13
SPATA21,chr1-p36.13
CLCNKB,chr1-p36.13
UBR4,chr1-p36.13
MRTO4,chr1-p36.13
AKR7A3,chr1-p36.13
AKR7A2,chr1-p36.13
SLC66A1,chr1-p36.13
EMC1,chr1-p36.13
PLEKHM2,chr1-p36.21
DHRS3,chr1-p36.21
LRRC38,chr1-p36.21
PRAMEF18,chr1-p36.21
TMEM51,chr1-p36.21
PRAMEF2,chr1-p36.21
PRAMEF4,chr1-p36.21
CELA2A,chr1-p36.21
CELA2B,chr1-p36.21
SPEN,chr1-p36.21
PRAMEF13,chr1-p36.21
PRAMEF10,chr1-p36.21
PRAMEF11,chr1-p36.21
PRAMEF1,chr1-p36.21
PRAMEF6,chr1-p36.21
UQCRHL,chr1-p36.21
FBLIM1,chr1-p36.21
DNAJC16,chr1-p36.21
C1orf158,chr1-p36.21
KAZN,chr1-p36.21
PRAMEF5,chr1-p36.21
TMEM82,chr1-p36.21
AADACL3,chr1-p36.21
AGMAT,chr1-p36.21
PRAMEF33,chr1-p36.21
SLC25A34,chr1-p36.21
CASP9,chr1-p36.21
DDI2,chr1-p36.21
PRAMEF7,chr1-p36.21
PRAMEF8,chr1-p36.21
HNRNPCL1,chr1-p36.21
PRAMEF12,chr1-p36.21
PRAMEF15,chr1-p36.21
PRAMEF14,chr1-p36.21
PRAMEF19,chr1-p36.21
PRAMEF17,chr1-p36.21
PRAMEF20,chr1-p36.21
PRAMEF27,chr1-p36.21
PRAMEF25,chr1-p36.21
HNRNPCL2,chr1-p36.21
HNRNPCL4,chr1-p36.21
HNRNPCL3,chr1-p36.21
PDPN,chr1-p36.21
AADACL4,chr1-p36.21
PRAMEF9,chr1-p36.21
EFHD2,chr1-p36.21
CTRC,chr1-p36.21
FHAD1,chr1-p36.21
PRAMEF26,chr1-p36.21
RSC1A1,chr1-p36.21
PRDM2,chr1-p36.21
PEX14,chr1-p36.22
SPSB1,chr1-p36.22
LZIC,chr1-p36.22
NMNAT1,chr1-p36.22
DISP3,chr1-p36.22
CLSTN1,chr1-p36.22
C1orf127,chr1-p36.22
CLCN6,chr1-p36.22
VPS13D,chr1-p36.22
RBP7,chr1-p36.22
GPR157,chr1-p36.22
FBXO44,chr1-p36.22
TMEM201,chr1-p36.22
MTOR,chr1-p36.22
ANGPTL7,chr1-p36.22
FBXO6,chr1-p36.22
SLC25A33,chr1-p36.22
DRAXIN,chr1-p36.22
TNFRSF1B,chr1-p36.22
UBE4B,chr1-p36.22
CASZ1,chr1-p36.22
FBXO2,chr1-p36.22
CTNNBIP1,chr1-p36.22
MAD2L2,chr1-p36.22
PGD,chr1-p36.22
CENPS-CORT,chr1-p36.22
CENPS,chr1-p36.22
DFFA,chr1-p36.22
CORT,chr1-p36.22
H6PD,chr1-p36.22
NPPB,chr1-p36.22
KIAA2013,chr1-p36.22
PLOD1,chr1-p36.22
MIIP,chr1-p36.22
TNFRSF8,chr1-p36.22
MFN2,chr1-p36.22
UBIAD1,chr1-p36.22
TARDBP,chr1-p36.22
MASP2,chr1-p36.22
SRM,chr1-p36.22
EXOSC10,chr1-p36.22
KIF1B,chr1-p36.22
NPPA,chr1-p36.22
PIK3CD,chr1-p36.22
AGTRAP,chr1-p36.22
MTHFR,chr1-p36.22
C1orf167,chr1-p36.22
ERRFI1,chr1-p36.23
SLC2A5,chr1-p36.23
ENO1,chr1-p36.23
CA6,chr1-p36.23
VAMP3,chr1-p36.23
RERE,chr1-p36.23
PARK7,chr1-p36.23
TNFRSF9,chr1-p36.23
UTS2,chr1-p36.23
SLC45A1,chr1-p36.23
SLC2A7,chr1-p36.23
PER3,chr1-p36.23
HES3,chr1-p36.31
CHD5,chr1-p36.31
NPHP4,chr1-p36.31
CAMTA1,chr1-p36.31
ICMT,chr1-p36.31
GPR153,chr1-p36.31
RPL22,chr1-p36.31
RNF207,chr1-p36.31
HES2,chr1-p36.31
NOL9,chr1-p36.31
TAS1R1,chr1-p36.31
ZBTB48,chr1-p36.31
TNFRSF25,chr1-p36.31
PLEKHG5,chr1-p36.31
ACOT7,chr1-p36.31
ESPN,chr1-p36.31
KLHL21,chr1-p36.31
PHF13,chr1-p36.31
DNAJC11,chr1-p36.31
THAP3,chr1-p36.31
KCNAB2,chr1-p36.31
PRDM16,chr1-p36.32
PEX10,chr1-p36.32
MEGF6,chr1-p36.32
PLCH2,chr1-p36.32
CCDC27,chr1-p36.32
MMEL1,chr1-p36.32
TPRG1L,chr1-p36.32
TTC34,chr1-p36.32
RER1,chr1-p36.32
PANK4,chr1-p36.32
WRAP73,chr1-p36.32
ARHGEF16,chr1-p36.32
TP73,chr1-p36.32
HES5,chr1-p36.32
AJAP1,chr1-p36.32
MORN1,chr1-p36.32
PRXL2B,chr1-p36.32
LRRC47,chr1-p36.32
CEP104,chr1-p36.32
DFFB,chr1-p36.32
SMIM1,chr1-p36.32
C1orf174,chr1-p36.32
TNFRSF14,chr1-p36.32
ACTRT2,chr1-p36.32
TNFRSF4,chr1-p36.33
TNFRSF18,chr1-p36.33
ATAD3B,chr1-p36.33
ACAP3,chr1-p36.33
PUSL1,chr1-p36.33
CPTP,chr1-p36.33
SKI,chr1-p36.33
TAS1R3,chr1-p36.33
B3GALT6,chr1-p36.33
SCNN1D,chr1-p36.33
TTLL10,chr1-p36.33
C1QTNF12,chr1-p36.33
FAAP20,chr1-p36.33
UBE2J2,chr1-p36.33
MXRA8,chr1-p36.33
MRPL20,chr1-p36.33
VWA1,chr1-p36.33
ATAD3C,chr1-p36.33
FNDC10,chr1-p36.33
MMP23B,chr1-p36.33
SLC35E2B,chr1-p36.33
CDK11A,chr1-p36.33
NADK,chr1-p36.33
GNB1,chr1-p36.33
TMEM52,chr1-p36.33
SDF4,chr1-p36.33
CDK11B,chr1-p36.33
NOC2L,chr1-p36.33
PLEKHN1,chr1-p36.33
PERM1,chr1-p36.33
HES4,chr1-p36.33
ISG15,chr1-p36.33
AGRN,chr1-p36.33
RNF223,chr1-p36.33
C1orf159,chr1-p36.33
SAMD11,chr1-p36.33
ANKRD65,chr1-p36.33
OR4F29,chr1-p36.33
GABRD,chr1-p36.33
OR4F5,chr1-p36.33
ATAD3A,chr1-p36.33
TMEM240,chr1-p36.33
SSU72,chr1-p36.33
MIB2,chr1-p36.33
TMEM88B,chr1-p36.33
CFAP74,chr1-p36.33
INTS11,chr1-p36.33
DVL1,chr1-p36.33
CCNL2,chr1-p36.33
KLHL17,chr1-p36.33
OR4F16,chr1-p36.33
PRKCZ,chr1-p36.33
CALML6,chr1-p36.33
AURKAIP1,chr1-p36.33
OR5D14,chr11-q11
OR5D13,chr11-q11
OR4C16,chr11-q11
OR4A5,chr11-q11
TRIM48,chr11-q11
OR4C46,chr11-q11
OR5D3P,chr11-q11
OR4P4,chr11-q11
OR4A15,chr11-q11
OR4S2,chr11-q11
OR4C6,chr11-q11
OR4A16,chr11-q11
OR4C15,chr11-q11
OR4C11,chr11-q11
CCT8L2,chr22-q11.1
ADA2,chr22-q11.1
TMEM121B,chr22-q11.1
IL17RA,chr22-q11.1
ROCK1,chr18-q11.1
SPIN4,chrX-q11.1
HDHD5,chr22-q11.1
WSB1,chr17-q11.1
GREB1L,chr18-q11.1
ISL1,chr5-q11.1
CECR2,chr22-q11.1
EMB,chr5-q11.1
XKR3,chr22-q11.1
POTEH,chr22-q11.1
OR11H1,chr22-q11.1
GAB4,chr22-q11.1
FAHD2A,chr2-q11.1
KCNIP3,chr2-q11.1
TEKT4,chr2-q11.1
KHDRBS2,chr6-q11.1
MAL,chr2-q11.1
PARP8,chr5-q11.1
PROM2,chr2-q11.1
ZNF2,chr2-q11.1
ZNF514,chr2-q11.1
MRPS5,chr2-q11.1
TRIM43B,chr2-q11.1
TRIM43,chr2-q11.1
PROS1,chr3-q11.1
ARL13B,chr3-q11.1
ANKRD36C,chr2-q11.1
SS18,chr18-q11.2
CTAGE1,chr18-q11.2
HRH4,chr18-q11.2
RBBP8,chr18-q11.2
TTC39C,chr18-q11.2
RIOK3,chr18-q11.2
NPC1,chr18-q11.2
POTEM,chr14-q11.2
RMC1,chr18-q11.2
MTMR8,chrX-q11.2
KCTD1,chr18-q11.2
ZNF521,chr18-q11.2
IMPACT,chr18-q11.2
ZC4H2,chrX-q11.2
SAMSN1,chr21-q11.2
CHST9,chr18-q11.2
TMEM241,chr18-q11.2
RBM11,chr21-q11.2
HSPA13,chr21-q11.2
ANKRD29,chr18-q11.2
TAF4B,chr18-q11.2
ASB12,chrX-q11.2
AMER1,chrX-q11.2
AQP4,chr18-q11.2
POTED,chr21-q11.2
GATA6,chr18-q11.2
LIPI,chr21-q11.2
ESCO1,chr18-q11.2
SNRPD1,chr18-q11.2
ABHD3,chr18-q11.2
PSMA8,chr18-q11.2
DAD1,chr14-q11.2
OR4M2B,chr15-q11.2
OXA1L,chr14-q11.2
LRP10,chr14-q11.2
REM2,chr14-q11.2
OR4N4C,chr15-q11.2
RBM23,chr14-q11.2
TUBGCP5,chr15-q11.2
GOLGA6L1,chr15-q11.2
MIB1,chr18-q11.2
CABYR,chr18-q11.2
PRMT5,chr14-q11.2
GOLGA6L6,chr15-q11.2
LAMA3,chr18-q11.2
AJUBA,chr14-q11.2
C14orf93,chr14-q11.2
PSMB5,chr14-q11.2
PSMB11,chr14-q11.2
C14orf119,chr14-q11.2
LMLN2,chr14-q11.2
HOMEZ,chr14-q11.2
PPP1R3E,chr14-q11.2
EFS,chr14-q11.2
IL25,chr14-q11.2
CMTM5,chr14-q11.2
MYH7,chr14-q11.2
CYFIP1,chr15-q11.2
NGDN,chr14-q11.2
THTPA,chr14-q11.2
AP1G2,chr14-q11.2
DHRS4,chr14-q11.2
LINC02203,chr15-q11.2
POTEB2,chr15-q11.2
NIPA1,chr15-q11.2
SNURF,chr15-q11.2
DHRS2,chr14-q11.2
CABLES1,chr18-q11.2
OR4L1,chr14-q11.2
OR11H6,chr14-q11.2
TTC5,chr14-q11.2
CCNB1IP1,chr14-q11.2
TEP1,chr14-q11.2
CPD,chr17-q11.2
MYO1D,chr17-q11.2
OR4N4,chr15-q11.2
KLHL33,chr14-q11.2
BLMH,chr17-q11.2
OSGEP,chr14-q11.2
APEX1,chr14-q11.2
NSRP1,chr17-q11.2
TEFM,chr17-q11.2
PNP,chr14-q11.2
SUZ12,chr17-q11.2
RNASE10,chr14-q11.2
RNASE9,chr14-q11.2
RNASE11,chr14-q11.2
RNASE12,chr14-q11.2
OR6S1,chr14-q11.2
RNASE4,chr14-q11.2
EDDM3A,chr14-q11.2
NUFIP2,chr17-q11.2
EDDM3B,chr14-q11.2
RNASE6,chr14-q11.2
RNASE1,chr14-q11.2
RNASE2,chr14-q11.2
SLC39A2,chr14-q11.2
TPPP2,chr14-q11.2
ARHGEF9,chrX-q11.2
RNASE13,chr14-q11.2
RNASE7,chr14-q11.2
RNASE8,chr14-q11.2
ARHGEF40,chr14-q11.2
ZNF219,chr14-q11.2
OR5AU1,chr14-q11.2
SUPT16H,chr14-q11.2
ANG,chr14-q11.2
RHBDL3,chr17-q11.2
OSBPL1A,chr18-q11.2
NLK,chr17-q11.2
LRRC37B,chr17-q11.2
TMEM98,chr17-q11.2
POTEG,chr14-q11.2
OR4N2,chr14-q11.2
CARMIL3,chr14-q11.2
PCK2,chr14-q11.2
SPACA3,chr17-q11.2
SLC6A4,chr17-q11.2
NOS2,chr17-q11.2
CDK5R1,chr17-q11.2
COPRS,chr17-q11.2
TMIGD1,chr17-q11.2
CHD8,chr14-q11.2
CRLF3,chr17-q11.2
RAB2B,chr14-q11.2
LGALS9,chr17-q11.2
SLC38A9,chr5-q11.2
ATAD5,chr17-q11.2
GPX8,chr5-q11.2
UTP6,chr17-q11.2
MYH6,chr14-q11.2
PIP4P1,chr14-q11.2
HSPB3,chr5-q11.2
FST,chr5-q11.2
MCIDAS,chr5-q11.2
METTL17,chr14-q11.2
OR10G2,chr14-q11.2
TMEM253,chr14-q11.2
OR4Q3,chr14-q11.2
BCL2L2,chr14-q11.2
BCL2L2-PABPN1,chr14-q11.2
MAP3K1,chr5-q11.2
RAB3C,chr5-q11.2
ORC6,chr16-q11.2
ITGA1,chr5-q11.2
DNAJA2,chr16-q11.2
C16orf87,chr16-q11.2
VPS35,chr16-q11.2
MTREX,chr5-q11.2
MYLK3,chr16-q11.2
GZMK,chr5-q11.2
GPT2,chr16-q11.2
DDX4,chr5-q11.2
ITGA2,chr5-q11.2
SHCBP1,chr16-q11.2
PARP2,chr14-q11.2
ACTBL2,chr5-q11.2
GPBP1,chr5-q11.2
CEBPE,chr14-q11.2
IL6ST,chr5-q11.2
SLC7A7,chr14-q11.2
ZC3H12B,chrX-q11.2
MMP14,chr14-q11.2
CCNO,chr5-q11.2
TOX4,chr14-q11.2
METTL3,chr14-q11.2
SALL2,chr14-q11.2
RPGRIP1,chr14-q11.2
PSMD11,chr17-q11.2
NDUFS4,chr5-q11.2
PLPP1,chr5-q11.2
NCAPH,chr2-q11.2
HAUS4,chr14-q11.2
OR4K2,chr14-q11.2
OR4M1,chr14-q11.2
OR4K14,chr14-q11.2
OR6J1,chr14-q11.2
OR4K13,chr14-q11.2
OR4K1,chr14-q11.2
OR10G3,chr14-q11.2
CNOT11,chr2-q11.2
SETD9,chr5-q11.2
RPL31,chr2-q11.2
ACIN1,chr14-q11.2
TMEM131,chr2-q11.2
RNF149,chr2-q11.2
MRPL52,chr14-q11.2
CREG2,chr2-q11.2
VWA3B,chr2-q11.2
ESM1,chr5-q11.2
ANKRD55,chr5-q11.2
NEURL3,chr2-q11.2
OR4N5,chr14-q11.2
POTEB,chr15-q11.2
OR4E2,chr14-q11.2
OR11H4,chr14-q11.2
GZMA,chr5-q11.2
TSGA10,chr2-q11.2
ARL6,chr3-q11.2
NMS,chr2-q11.2
CIAO1,chr2-q11.2
NPAP1,chr15-q11.2
COA5,chr2-q11.2
DUSP2,chr2-q11.2
OR4K5,chr14-q11.2
OR11H12,chr14-q11.2
OR11G2,chr14-q11.2
PABPN1,chr14-q11.2
OR4E1,chr14-q11.2
SNX18,chr5-q11.2
OR11H2,chr14-q11.2
RNASE3,chr14-q11.2
MGAT4A,chr2-q11.2
NPAS2,chr2-q11.2
PELO,chr5-q11.2
SNRNP200,chr2-q11.2
CPOX,chr3-q11.2
RIOX2,chr3-q11.2
CPNE6,chr14-q11.2
MTRNR2L12,chr3-q11.2
SLC22A17,chr14-q11.2
GABRR3,chr3-q11.2
OR5K4,chr3-q11.2
CRYBG3,chr3-q11.2
GPR15,chr3-q11.2
NDRG2,chr14-q11.2
UBE3A,chr15-q11.2
CLDND1,chr3-q11.2
OR5AC2,chr3-q11.2
SSH2,chr17-q11.2
OR5K3,chr3-q11.2
SNRPN,chr15-q11.2
TMEM97,chr17-q11.2
PDCL3,chr2-q11.2
TNFAIP1,chr17-q11.2
CRACDL,chr2-q11.2
POLDIP2,chr17-q11.2
TMEM199,chr17-q11.2
VTN,chr17-q11.2
POTEB3,chr15-q11.2
DHRS4L2,chr14-q11.2
ZFHX2,chr14-q11.2
JPH4,chr14-q11.2
CDH24,chr14-q11.2
MAGEL2,chr15-q11.2
NDN,chr15-q11.2
SLC7A8,chr14-q11.2
HNRNPC,chr14-q11.2
CNGA3,chr2-q11.2
OR4K17,chr14-q11.2
MKRN3,chr15-q11.2
ABHD4,chr14-q11.2
RFX8,chr2-q11.2
OR4K15,chr14-q11.2
FAM178B,chr2-q11.2
RNF212B,chr14-q11.2
NIPA2,chr15-q11.2
LYRM9,chr17-q11.2
GOSR1,chr17-q11.2
IFT20,chr17-q11.2
CRYBA1,chr17-q11.2
SARM1,chr17-q11.2
SLC46A1,chr17-q11.2
UNC119,chr17-q11.2
PIGS,chr17-q11.2
ALDOC,chr17-q11.2
INPP4A,chr2-q11.2
SPAG5,chr17-q11.2
RSKR,chr17-q11.2
KIAA0100,chr17-q11.2
SDF2,chr17-q11.2
MIER3,chr5-q11.2
SUPT6H,chr17-q11.2
FAHD2B,chr2-q11.2
RAB34,chr17-q11.2
RPL23A,chr17-q11.2
TLCD1,chr17-q11.2
NEK8,chr17-q11.2
FOXN1,chr17-q11.2
TMEM127,chr2-q11.2
GOLGA8S,chr15-q11.2
C17orf75,chr17-q11.2
CDC20B,chr5-q11.2
MOCS2,chr5-q11.2
GOLGA6L22,chr15-q11.2
OR4M2,chr15-q11.2
ZNF207,chr17-q11.2
GOLGA6L2,chr15-q11.2
TAOK1,chr17-q11.2
UNC50,chr2-q11.2
PLK2,chr5-q11.2
IL1R1,chr2-q11.2
LIPT1,chr2-q11.2
MITD1,chr2-q11.2
MRPL30,chr2-q11.2
LYG1,chr2-q11.2
TXNDC9,chr2-q11.2
IL31RA,chr5-q11.2
RHOT1,chr17-q11.2
ARL15,chr5-q11.2
DHX29,chr5-q11.2
STX19,chr3-q11.2
DHFR2,chr3-q11.2
NSUN3,chr3-q11.2
ITPRIPL1,chr2-q11.2
TBC1D8,chr2-q11.2
ERAL1,chr17-q11.2
FLOT2,chr17-q11.2
DHRS13,chr17-q11.2
PHF12,chr17-q11.2
GAPT,chr5-q11.2
C2orf15,chr2-q11.2
OR5K1,chr3-q11.2
ABHD15,chr17-q11.2
TP53I13,chr17-q11.2
GIT1,chr17-q11.2
ANKRD13B,chr17-q11.2
FAM222B,chr17-q11.2
PIPOX,chr17-q11.2
TIAF1,chr17-q11.2
OR5H1,chr3-q11.2
OR5H14,chr3-q11.2
OR5H6,chr3-q11.2
CORO6,chr17-q11.2
PROCA1,chr17-q11.2
ADAP2,chr17-q11.2
ARID5A,chr2-q11.2
KANSL3,chr2-q11.2
RNF135,chr17-q11.2
FER1L5,chr2-q11.2
LMAN2L,chr2-q11.2
CNNM4,chr2-q11.2
CNNM3,chr2-q11.2
ANKRD23,chr2-q11.2
ANKRD39,chr2-q11.2
SEMA4C,chr2-q11.2
NF1,chr17-q11.2
OR5K2,chr3-q11.2
OMG,chr17-q11.2
EVI2B,chr17-q11.2
EVI2A,chr17-q11.2
RAB11FIP4,chr17-q11.2
OR5H2,chr3-q11.2
REV1,chr2-q11.2
TRAF4,chr17-q11.2
SLC13A2,chr17-q11.2
MYO18A,chr17-q11.2
SEZ6,chr17-q11.2
STARD7,chr2-q11.2
OR5H15,chr3-q11.2
EIF5B,chr2-q11.2
AFF3,chr2-q11.2
LONRF2,chr2-q11.2
CHST10,chr2-q11.2
SEBOX,chr17-q11.2
KSR1,chr17-q11.2
EPHA6,chr3-q11.2
EFCAB5,chr17-q11.2
ASTL,chr2-q11.2
IL1R2,chr2-q11.2
ADRA2B,chr2-q11.2
GPAT2,chr2-q11.2
ANKRD36,chr2-q11.2
COX5B,chr2-q11.2
ACTR1B,chr2-q11.2
C2orf92,chr2-q11.2
ZAP70,chr2-q11.2
ANKRD36B,chr2-q11.2
LYG2,chr2-q11.2
MAP4K4,chr2-q11.2
DEFB123,chr20-q11.21
DEFB118,chr20-q11.21
REM1,chr20-q11.21
BPIFB2,chr20-q11.21
TMEM191B,chr22-q11.21
PI4KA,chr22-q11.21
KIF3B,chr20-q11.21
BPIFA1,chr20-q11.21
GGT2,chr22-q11.21
FAM246A,chr22-q11.21
GGTLC3,chr22-q11.21
CLTCL1,chr22-q11.21
FAM246B,chr22-q11.21
RIMBP3,chr22-q11.21
DEFB115,chr20-q11.21
MED15,chr22-q11.21
BPIFB6,chr20-q11.21
SUN5,chr20-q11.21
